,date,description,category,type,amount,account,account_type,transaction_amount,balance_amount,is_recurring
2464,2022-10-04,FROST SCIENCE MUSEUM TICK,Entertainment,Debit,109.0,Chase3752,credit_card,-109.0,-13386.79,FALSE
2465,2022-10-04,PARK ONE OF FLORDIA,Gas/Automotive,Debit,11.0,Chase3752,credit_card,-11.0,-13397.79,FALSE
2466,2022-10-05,PUBLIX #550 MIAMI FL,Groceries,Debit,30.08,Citi8756,credit_card,-30.08,-13427.87,FALSE
2467,2022-10-05,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,77.86,Chase3752,credit_card,77.86,-13350.01,TRUE
2471,2022-10-06,PAR*PINECREST BAKERY - P1,Food/Drink,Debit,14.75,Chase3752,credit_card,-14.75,-13336.02,FALSE
2470,2022-10-06,CVS/PHARMACY #00866,Healthcare,Debit,7.5,CapitalOne2694,credit_card,-7.5,-13321.27,FALSE
2468,2022-10-06,PUBLIX #550 MIAMI FL,Groceries,Debit,10.52,Citi8756,credit_card,-10.52,-13360.53,FALSE
2469,2022-10-06,AUTOPAY 220304082146334RAUTOPAY AUTO-PMT,Payment/Credit,Credit,46.76,Citi7634,credit_card,46.76,-13313.77,TRUE
2472,2022-10-07,BOOST MOBILE 866-402-7366 CO,Services,Debit,50.0,Citi8756,credit_card,-50.0,-13386.02,FALSE
2473,2022-10-07,PAYPAL *CARDHOARDER 6177219678 MA,Entertainment,Debit,9.68,Citi7634,credit_card,-9.68,-13395.7,FALSE
2474,2022-10-07,5GUYS 0346 ECOMM 866-345-4897 FL,Food/Drink,Debit,17.0,Citi7634,credit_card,-17.0,-13412.7,FALSE
2480,2022-10-09,PUBLIX #550,Groceries,Debit,42.84,Chase3752,credit_card,-42.84,-13671.12,FALSE
2478,2022-10-09,5GUYS 1085 QSR,Food/Drink,Debit,31.61,CapitalOne2694,credit_card,-31.61,-13624.47,FALSE
2479,2022-10-09,PAR*PINECREST BAKERY - P1,Food/Drink,Debit,3.81,Chase3752,credit_card,-3.81,-13628.28,FALSE
2476,2022-10-09,AMZN Mktp US*1K5723571,Shopping,Debit,1.78,Amazon0413,credit_card,-1.78,-13549.48,FALSE
2475,2022-10-09,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-13547.7,TRUE
2477,2022-10-09,OLD NAVY ON-LINE,Shopping,Debit,43.38,CapitalOne2694,credit_card,-43.38,-13592.86,FALSE
2486,2022-10-10,OLD NAVY ON-LINE,Shopping,Debit,9.08,CapitalOne2694,credit_card,-9.08,-13772.32,FALSE
2481,2022-10-10,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,11.07,Citi8756,credit_card,-11.07,-13682.19,FALSE
2482,2022-10-10,PUBLIX #550 MIAMI FL,Groceries,Debit,23.54,Citi8756,credit_card,-23.54,-13705.73,FALSE
2483,2022-10-10,PAYPAL *CARDHOARDER 6177219678 MA,Entertainment,Debit,14.66,Citi7634,credit_card,-14.66,-13720.39,FALSE
2484,2022-10-10,Amazon.com*1K9Q40J32,Shopping,Debit,5.89,Amazon0413,credit_card,-5.89,-13726.28,FALSE
2485,2022-10-10,AMZN Mktp US*1K2WQ4SC0,Shopping,Debit,36.96,Amazon0413,credit_card,-36.96,-13763.24,FALSE
2487,2022-10-10,THE HOME DEPOT #0210,Shopping,Credit,177.74,CapitalOne2694,credit_card,177.74,-13594.58,FALSE
2492,2022-10-11,PAYPAL *CARDHOARDER 6177219678 MA,Entertainment,Debit,15.22,Citi7634,credit_card,-15.22,-14004.2,FALSE
2491,2022-10-11,PARK ONE OF FLORDIAQPS MIAMI FL,Gas/Automotive,Debit,11.0,Citi8756,credit_card,-11.0,-13988.98,FALSE
2490,2022-10-11,HOMEDEPOT.COM,Shopping,Debit,53.45,CapitalOne2694,credit_card,-53.45,-13977.98,FALSE
2489,2022-10-11,HOMEDEPOT.COM,Shopping,Debit,150.44,CapitalOne2694,credit_card,-150.44,-13924.53,FALSE
2488,2022-10-11,HOMEDEPOT.COM,Shopping,Debit,179.51,CapitalOne2694,credit_card,-179.51,-13774.09,FALSE
2493,2022-10-12,OLD NAVY ON-LINE,Shopping,Debit,64.14,CapitalOne2694,credit_card,-64.14,-14068.34,FALSE
2494,2022-10-12,PUBLIX #550 MIAMI FL,Groceries,Debit,21.37,Citi8756,credit_card,-21.37,-14089.71,FALSE
2495,2022-10-12,COURSRA2T6HGTPDJKLJVT,Services,Debit,39.0,Amazon0413,credit_card,-39.0,-14128.71,FALSE
2496,2022-10-12,COOLSTUFFINC.COM LLC,Entertainment,Debit,0.94,CapitalOne2694,credit_card,-0.94,-14129.65,FALSE
2501,2022-10-13,CHEVRON 0202649 MIAMI FL,Gas/Automotive,Debit,32.97,Citi8756,credit_card,-32.97,-14495.6,FALSE
2499,2022-10-13,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,7.49,Citi8756,credit_card,-7.49,-14432.93,FALSE
2500,2022-10-13,PUBLIX #550 MIAMI FL,Groceries,Debit,29.7,Citi8756,credit_card,-29.7,-14462.63,FALSE
2497,2022-10-13,TMOBILE*AUTO PAY,Phone/Cable,Debit,283.43,CapitalOne2694,credit_card,-283.43,-14413.08,TRUE
2498,2022-10-13,PAYPAL *CARDHOARDER 6177219678 MA,Entertainment,Debit,12.36,Citi8756,credit_card,-12.36,-14425.44,FALSE
2502,2022-10-14,HOMEDEPOT.COM,Shopping,Debit,300.88,CapitalOne2694,credit_card,-300.88,-14796.48,FALSE
2503,2022-10-14,PAYPAL *CARDHOARDER 6177219678 MA,Entertainment,Debit,9.8,Citi7634,credit_card,-9.8,-14806.28,FALSE
2504,2022-10-14,AUTOPAY 220209085018752RAUTOPAY AUTO-PMT,Payment/Credit,Credit,1.99,Citi0052,credit_card,1.99,-14804.29,TRUE
2505,2022-10-14,THE HOME DEPOT #0210,Shopping,Credit,150.44,CapitalOne2694,credit_card,150.44,-14653.85,FALSE
2506,2022-10-14,THE HOME DEPOT #0210,Shopping,Credit,179.51,CapitalOne2694,credit_card,179.51,-14474.34,FALSE
2509,2022-10-15,FLOOR AND DECOR 192,Shopping,Credit,75.75,CapitalOne2694,credit_card,75.75,-14393.6,FALSE
2507,2022-10-15,GOOGLE *Google Storage 650-253-0000 CA,Services,Debit,1.99,Citi7634,credit_card,-1.99,-14476.33,FALSE
2508,2022-10-15,OLD NAVY ON-LINE,Shopping,Credit,6.98,CapitalOne2694,credit_card,6.98,-14469.35,FALSE
2510,2022-10-15,SQ *SWEET MELODY CRAFTED,Groceries,Debit,40.65,Chase3752,credit_card,-40.65,-14434.25,FALSE
2512,2022-10-16,PDQ - MIAMI CORAL REEF,Food/Drink,Debit,37.44,Chase3752,credit_card,-37.44,-14606.69,FALSE
2511,2022-10-16,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-14569.25,TRUE
2515,2022-10-17,Disney Plus,Phone/Cable,Debit,6.79,Chase3752,credit_card,-6.79,-14704.07,TRUE
2514,2022-10-17,TST* GRAZIANOS MARKET BIR,Groceries,Debit,55.92,Chase3752,credit_card,-55.92,-14697.28,FALSE
2513,2022-10-17,PUBLIX #550 MIAMI FL,Groceries,Debit,34.67,Citi8756,credit_card,-34.67,-14641.36,FALSE
2516,2022-10-18,THE RAD SOAP CO LLC 646-595-0600 NY,Groceries,Debit,50.0,Citi8756,credit_card,-50.0,-14754.07,FALSE
2517,2022-10-18,TCGPLAYER.COM,Entertainment,Debit,9.74,CapitalOne2694,credit_card,-9.74,-14763.81,FALSE
2518,2022-10-18,NARUTO 88 BISTRO,Food/Drink,Debit,59.98,Chase3752,credit_card,-59.98,-14823.79,FALSE
2519,2022-10-19,ENT AND ALLERGY ASSOCI,Healthcare,Debit,203.77,CapitalOne2694,credit_card,-203.77,-15027.56,FALSE
2520,2022-10-19,NETFLIX.COM,Phone/Cable,Debit,21.61,CapitalOne2694,credit_card,-21.61,-15049.17,TRUE
2521,2022-10-19,OLD NAVY ON-LINE,Shopping,Credit,6.42,CapitalOne2694,credit_card,6.42,-15042.75,FALSE
2522,2022-10-20,PUBLIX #550,Groceries,Debit,81.92,CapitalOne2694,credit_card,-81.92,-15124.67,FALSE
2523,2022-10-20,AUTOPAY 220622085924900RAUTOPAY AUTO-PMT,Payment/Credit,Credit,2749.07,Citi8756,credit_card,2749.07,-12375.6,TRUE
2524,2022-10-20,Amazon Prime*H84XD1J01,Phone/Cable,Debit,14.99,Amazon0413,credit_card,-14.99,-12390.59,TRUE
2525,2022-10-21,COOLSTUFFINC.COM LLC,Entertainment,Debit,0.24,CapitalOne2694,credit_card,-0.24,-12390.83,FALSE
2527,2022-10-22,STEAMGAMES.COM 4259522985,Entertainment,Debit,9.99,Chase3752,credit_card,-9.99,-12427.2,FALSE
2526,2022-10-22,PUBLIX #550,Groceries,Debit,26.38,CapitalOne2694,credit_card,-26.38,-12417.21,FALSE
2528,2022-10-23,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-12562.2,TRUE
2529,2022-10-23,CITY OF MIAMI BEACH,Gas/Automotive,Debit,8.0,CapitalOne2694,credit_card,-8.0,-12570.2,FALSE
2530,2022-10-24,MEDITERRANEAN CUISINE,Food/Drink,Debit,47.77,CapitalOne2694,credit_card,-47.77,-12617.97,FALSE
2531,2022-10-24,PUBLIX #550 MIAMI FL,Groceries,Debit,26.63,Citi8756,credit_card,-26.63,-12644.6,FALSE
2532,2022-10-25,TRADER JOE S #770,Groceries,Debit,25.85,CapitalOne2694,credit_card,-25.85,-12670.45,FALSE
2533,2022-10-26,THE HOME DEPOT #0210,Shopping,Debit,48.69,CapitalOne2694,credit_card,-48.69,-12719.14,FALSE
2534,2022-10-26,PUBLIX #550 MIAMI FL,Groceries,Debit,22.29,Citi8756,credit_card,-22.29,-12741.43,FALSE
2535,2022-10-26,HLU*HULU 771611188992- HULU.COM/BILL CA,Phone/Cable,Debit,16.96,Citi8756,credit_card,-16.96,-12758.39,TRUE
2536,2022-10-26,Spotify USA,Phone/Cable,Debit,10.79,Chase3752,credit_card,-10.79,-12769.18,TRUE
2539,2022-10-27,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,Credit,1000.0,CapitalOne2694,credit_card,1000.0,-11857.55,TRUE
2537,2022-10-27,AMZN Mktp US*H87AX6QP2,Shopping,Debit,51.25,Amazon0413,credit_card,-51.25,-12820.43,FALSE
2538,2022-10-27,CHEVRON 0202649,Gas/Automotive,Debit,37.12,CapitalOne2694,credit_card,-37.12,-12857.55,FALSE
2540,2022-10-28,CLR*9ROUND 786-5362259 786-5362259 FL,Services,Debit,105.93,Citi8756,credit_card,-105.93,-11963.48,FALSE
2541,2022-10-28,CHICK-FIL-A #04268 MIAMI FL,Food/Drink,Debit,30.81,Citi8756,credit_card,-30.81,-11994.29,FALSE
2542,2022-10-28,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,93.09,Amazon0413,credit_card,93.09,-11901.2,TRUE
2543,2022-10-29,PUBLIX #550,Groceries,Debit,84.72,CapitalOne2694,credit_card,-84.72,-11985.92,FALSE
2544,2022-10-29,CVS/PHARMACY #05136,Healthcare,Debit,17.81,CapitalOne2694,credit_card,-17.81,-12003.73,FALSE
2545,2022-10-29,THE HOME DEPOT #0210,Shopping,Credit,150.44,CapitalOne2694,credit_card,150.44,-11853.29,FALSE
2549,2022-10-30,5GUYS 1085 QSR,Food/Drink,Debit,26.81,CapitalOne2694,credit_card,-26.81,-12125.34,FALSE
2553,2022-10-30,CORAL GABLES G2 PARKIN,Gas/Automotive,Debit,4.0,CapitalOne2694,credit_card,-4.0,-12180.38,FALSE
2552,2022-10-30,PAR*PINECREST BAKERY -,Food/Drink,Debit,7.99,CapitalOne2694,credit_card,-7.99,-12176.38,FALSE
2551,2022-10-30,TARGET        00028431,Shopping,Debit,20.15,CapitalOne2694,credit_card,-20.15,-12168.39,FALSE
2548,2022-10-30,PUBLIX #550,Groceries,Debit,29.97,CapitalOne2694,credit_card,-29.97,-12098.53,FALSE
2547,2022-10-30,ATT*BILL PAYMENT,Phone/Cable,Debit,80.27,CapitalOne2694,credit_card,-80.27,-12068.56,TRUE
2546,2022-10-30,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-11988.29,TRUE
2550,2022-10-30,TRADER JOE S #770,Groceries,Debit,22.9,CapitalOne2694,credit_card,-22.9,-12148.24,FALSE
2554,2022-10-31,AMZN Mktp US*H03KV82M1,Shopping,Debit,32.09,Amazon0413,credit_card,-32.09,-12212.47,FALSE
2555,2022-11-01,PUBLIX #261,Groceries,Debit,13.94,CapitalOne2694,credit_card,-13.94,-12226.41,FALSE
2557,2022-11-02,PUBLIX #550,Groceries,Debit,16.68,CapitalOne2694,credit_card,-16.68,-12252.71,FALSE
2556,2022-11-02,AMZN Mktp US*H21CQ10L0,Shopping,Debit,9.62,Amazon0413,credit_card,-9.62,-12236.03,FALSE
2558,2022-11-03,PUBLIX #550,Groceries,Debit,5.64,CapitalOne2694,credit_card,-5.64,-12258.35,FALSE
2562,2022-11-04,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,427.57,Chase3752,credit_card,427.57,-11903.73,TRUE
2561,2022-11-04,PAR*PINECREST BAKERY -,Food/Drink,Debit,14.4,CapitalOne2694,credit_card,-14.4,-12331.3,FALSE
2559,2022-11-04,PDQ - MIAMI CORAL REEF,Food/Drink,Debit,37.44,CapitalOne2694,credit_card,-37.44,-12295.79,FALSE
2560,2022-11-04,AMZN Mktp US*H290565E0,Shopping,Debit,21.11,Amazon0413,credit_card,-21.11,-12316.9,FALSE
2563,2022-11-05,THE PLANTISSERIE,Food/Drink,Debit,17.6,CapitalOne2694,credit_card,-17.6,-11921.33,FALSE
2564,2022-11-05,PUBLIX #550,Groceries,Debit,51.95,Chase3752,credit_card,-51.95,-11973.28,FALSE
2565,2022-11-06,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-12108.28,TRUE
2566,2022-11-06,TST* THE CITADEL MARKE,Food/Drink,Debit,40.78,CapitalOne2694,credit_card,-40.78,-12149.06,FALSE
2567,2022-11-06,AUTOPAY 220304082146334RAUTOPAY AUTO-PMT,Payment/Credit,Credit,94.12,Citi7634,credit_card,94.12,-12054.94,TRUE
2568,2022-11-06,TST* THE CITADEL MARKE,Food/Drink,Debit,10.2,CapitalOne2694,credit_card,-10.2,-12065.14,FALSE
2571,2022-11-07,TMX*TERMINIX INTL 800-8376464 TN,Services,Debit,145.0,Citi8756,credit_card,-145.0,-12290.04,TRUE
2569,2022-11-07,PUBLIX #550 MIAMI FL,Groceries,Debit,29.9,Citi8756,credit_card,-29.9,-12095.04,FALSE
2570,2022-11-07,BOOST MOBILE 866-402-7366 CO,Services,Debit,50.0,Citi8756,credit_card,-50.0,-12145.04,FALSE
2572,2022-11-07,AMZN Mktp US*H28F05K51,Shopping,Debit,184.56,Amazon0413,credit_card,-184.56,-12474.6,FALSE
2573,2022-11-07,CHEVRON 0202649,Gas/Automotive,Debit,30.0,CapitalOne2694,credit_card,-30.0,-12504.6,FALSE
2574,2022-11-09,PUBLIX #550 MIAMI FL,Groceries,Debit,13.04,Citi8756,credit_card,-13.04,-12517.64,FALSE
2575,2022-11-09,PUBLIX #550,Groceries,Debit,20.81,CapitalOne2694,credit_card,-20.81,-12538.45,FALSE
2576,2022-11-10,PAR*PINECREST BAKERY -,Food/Drink,Debit,7.99,CapitalOne2694,credit_card,-7.99,-12546.44,FALSE
2579,2022-11-12,TRADER JOE S #770,Groceries,Debit,18.14,CapitalOne2694,credit_card,-18.14,-12633.58,FALSE
2580,2022-11-12,5GUYS 1085 QSR,Food/Drink,Debit,17.63,CapitalOne2694,credit_card,-17.63,-12651.21,FALSE
2577,2022-11-12,COURSRA2T6HGTPDJKLJVT,Services,Debit,39.0,Amazon0413,credit_card,-39.0,-12585.44,FALSE
2578,2022-11-12,COOLSTUFFINC.COM LLC,Entertainment,Debit,30.0,CapitalOne2694,credit_card,-30.0,-12615.44,FALSE
2582,2022-11-13,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-13071.89,TRUE
2583,2022-11-13,THE ORIGINAL PANCAKE H,Food/Drink,Debit,79.33,CapitalOne2694,credit_card,-79.33,-13151.22,FALSE
2581,2022-11-13,TMOBILE*AUTO PAY,Phone/Cable,Debit,285.68,CapitalOne2694,credit_card,-285.68,-12936.89,TRUE
2584,2022-11-14,PUBLIX #550,Groceries,Debit,24.68,CapitalOne2694,credit_card,-24.68,-13175.9,FALSE
2585,2022-11-14,TROPICAL SUPERMARKET #,Groceries,Debit,3.7,CapitalOne2694,credit_card,-3.7,-13179.6,FALSE
2586,2022-11-15,GOOGLE *Google Storage 650-253-0000 CA,Services,Debit,1.99,Citi7634,credit_card,-1.99,-13181.59,FALSE
2587,2022-11-15,GAMESTOP #5239,Entertainment,Debit,7.48,CapitalOne2694,credit_card,-7.48,-13189.07,FALSE
2588,2022-11-17,BESTBUYCOM806703341387,Shopping,Debit,631.29,CapitalOne2694,credit_card,-631.29,-13820.36,FALSE
2589,2022-11-17,Disney Plus,Phone/Cable,Debit,6.79,Chase3752,credit_card,-6.79,-13827.15,TRUE
2590,2022-11-18,NARUTO 88 BISTRO,Food/Drink,Debit,53.67,CapitalOne2694,credit_card,-53.67,-13880.82,FALSE
2591,2022-11-18,PUBLIX #550,Groceries,Debit,17.9,CapitalOne2694,credit_card,-17.9,-13898.72,FALSE
2592,2022-11-19,MARATHON PETRO170803,Gas/Automotive,Debit,42.85,CapitalOne2694,credit_card,-42.85,-13941.57,FALSE
2593,2022-11-19,AMZN Mktp US*HI2K62980,Shopping,Debit,23.65,Amazon0413,credit_card,-23.65,-13965.22,FALSE
2594,2022-11-19,POLLO TROPICAL 10021,Food/Drink,Debit,22.45,CapitalOne2694,credit_card,-22.45,-13987.67,FALSE
2595,2022-11-19,NETFLIX.COM,Phone/Cable,Debit,21.61,CapitalOne2694,credit_card,-21.61,-14009.28,TRUE
2601,2022-11-20,Amazon Prime*HI67649T1,Phone/Cable,Debit,14.99,Amazon0413,credit_card,-14.99,-13564.28,TRUE
2602,2022-11-20,AMZN Mktp US*HI7RN6RQ0,Shopping,Debit,16.98,Amazon0413,credit_card,-16.98,-13581.26,FALSE
2600,2022-11-20,AMZN Mktp US,Shopping,Credit,23.1,Amazon0413,credit_card,23.1,-13549.29,FALSE
2603,2022-11-20,PAR*PINECREST BAKERY -,Food/Drink,Debit,7.39,CapitalOne2694,credit_card,-7.39,-13588.65,FALSE
2598,2022-11-20,Thankyou Points Redeemed TY OR196232500,Payment/Credit,Credit,42.13,Citi8756,credit_card,42.13,-14150.29,TRUE
2597,2022-11-20,TARGET        00028431,Shopping,Debit,48.14,CapitalOne2694,credit_card,-48.14,-14192.42,FALSE
2596,2022-11-20,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-14144.28,TRUE
2599,2022-11-20,AUTOPAY 220622085924900RAUTOPAY AUTO-PMT,Payment/Credit,Credit,577.9,Citi8756,credit_card,577.9,-13572.39,TRUE
2604,2022-11-20,GOOGLE *SVCSGNS.3339-6,Entertainment,Debit,6.0,CapitalOne2694,credit_card,-6.0,-13594.65,FALSE
2605,2022-11-21,POSHMARK,Shopping,Debit,34.96,CapitalOne2694,credit_card,-34.96,-13629.61,FALSE
2607,2022-11-22,PUBLIX #550 MIAMI FL,Groceries,Debit,59.75,Citi8756,credit_card,-59.75,-13739.13,FALSE
2608,2022-11-22,PUBLIX #261,Groceries,Debit,12.83,CapitalOne2694,credit_card,-12.83,-13751.96,FALSE
2606,2022-11-22,NICO'S BROTHER PIZZERI,Food/Drink,Debit,49.77,CapitalOne2694,credit_card,-49.77,-13679.38,FALSE
2609,2022-11-23,SEA SIAM,Food/Drink,Debit,82.84,CapitalOne2694,credit_card,-82.84,-13834.8,FALSE
2610,2022-11-23,BILL BAGGS CAPE FL PAR,Entertainment,Debit,8.0,CapitalOne2694,credit_card,-8.0,-13842.8,FALSE
2611,2022-11-25,AMZN Mktp US*HW36Q88I1,Shopping,Debit,28.23,Amazon0413,credit_card,-28.23,-13871.03,FALSE
2612,2022-11-25,CAPITAL ONE ONLINE PYMT,Payment/Credit,Credit,1000.0,CapitalOne2694,credit_card,1000.0,-12871.03,TRUE
2613,2022-11-26,5GUYS 0487 QSR,Food/Drink,Debit,67.47,CapitalOne2694,credit_card,-67.47,-12938.5,FALSE
2614,2022-11-26,HLU*HULU 771611181310- HULU.COM/BILL CA,Phone/Cable,Debit,16.96,Citi8756,credit_card,-16.96,-12955.46,TRUE
2615,2022-11-26,BILL BAGGS CAPE FL PAR,Entertainment,Debit,8.0,CapitalOne2694,credit_card,-8.0,-12963.46,FALSE
2616,2022-11-26,Spotify USA,Phone/Cable,Debit,10.79,Chase3752,credit_card,-10.79,-12974.25,TRUE
2617,2022-11-27,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-13109.25,TRUE
2618,2022-11-27,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,Credit,1750.0,CapitalOne2694,credit_card,1750.0,-11359.25,TRUE
2624,2022-11-28,PANERA BREAD #601177 P,Food/Drink,Debit,4.23,CapitalOne2694,credit_card,-4.23,-11377.53,FALSE
2623,2022-11-28,SSA MIAMI METRO ZOO,Services,Debit,13.35,CapitalOne2694,credit_card,-13.35,-11373.3,FALSE
2622,2022-11-28,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,168.48,Amazon0413,credit_card,168.48,-11359.95,TRUE
2619,2022-11-28,THE SPOT BARBERSHOP -,Services,Debit,44.0,CapitalOne2694,credit_card,-44.0,-11403.25,FALSE
2620,2022-11-28,CLR*9ROUND 786-5362259 786-5362259 FL,Services,Debit,105.93,Citi8756,credit_card,-105.93,-11509.18,FALSE
2621,2022-11-28,AMZN Mktp US*HW3C26SJ2,Shopping,Debit,19.25,Amazon0413,credit_card,-19.25,-11528.43,FALSE
2625,2022-11-29,ATT*BILL PAYMENT,Phone/Cable,Debit,80.27,CapitalOne2694,credit_card,-80.27,-11457.8,TRUE
2626,2022-11-29,PUBLIX #550,Groceries,Debit,47.36,CapitalOne2694,credit_card,-47.36,-11505.16,FALSE
2627,2022-11-29,NO KID HUNGRY,Services,Debit,35.0,CapitalOne2694,credit_card,-35.0,-11540.16,FALSE
2628,2022-11-29,POSHMARK,Shopping,Debit,19.21,CapitalOne2694,credit_card,-19.21,-11559.37,FALSE
2629,2022-11-30,Amazon.com*PB0D13QP3,Shopping,Debit,10.69,Amazon0413,credit_card,-10.69,-11570.06,FALSE
2634,2022-12-01,CAPITAL ONE ONLINE PYMT,Payment/Credit,Credit,300.0,CapitalOne2694,credit_card,300.0,-11559.9,TRUE
2633,2022-12-01,PUBLIX #550,Groceries,Debit,19.26,CapitalOne2694,credit_card,-19.26,-11859.9,FALSE
2630,2022-12-01,PY *PDQ - MIAMI CORAL,Food/Drink,Debit,37.44,CapitalOne2694,credit_card,-37.44,-11607.5,FALSE
2631,2022-12-01,RACETRAC 2591 00025916,Gas/Automotive,Debit,34.14,CapitalOne2694,credit_card,-34.14,-11641.64,FALSE
2632,2022-12-01,THE ECONOMIST 4420757685 NY,Services,Debit,199.0,Citi7634,credit_card,-199.0,-11840.64,FALSE
2635,2022-12-02,PAR*PINECREST BAKERY -,Food/Drink,Debit,11.56,CapitalOne2694,credit_card,-11.56,-11571.46,FALSE
2636,2022-12-03,PUBLIX #550,Groceries,Debit,36.01,CapitalOne2694,credit_card,-36.01,-11607.47,FALSE
2637,2022-12-03,FIT4U HEALTHY FOOD,Food/Drink,Debit,22.16,CapitalOne2694,credit_card,-22.16,-11629.63,FALSE
2638,2022-12-03,MB-PARKING PARKMOBILE,Gas/Automotive,Debit,9.35,CapitalOne2694,credit_card,-9.35,-11638.98,FALSE
2641,2022-12-04,ROSS STORES #1941,Shopping,Debit,19.46,CapitalOne2694,credit_card,-19.46,-11895.06,FALSE
2642,2022-12-04,GOOGLE *Nuverse,Entertainment,Debit,14.99,CapitalOne2694,credit_card,-14.99,-11910.05,FALSE
2639,2022-12-04,THE WONDER YEARS ACADE,Daycare,Debit,135.0,CapitalOne2694,credit_card,-135.0,-11773.98,TRUE
2640,2022-12-04,ROSS STORES #1941,Shopping,Debit,101.62,CapitalOne2694,credit_card,-101.62,-11875.6,FALSE
2643,2022-12-05,PMT*VEHICLE TAG RENEW,Gas/Automotive,Debit,131.5,CapitalOne2694,credit_card,-131.5,-12041.55,FALSE
2644,2022-12-05,METROPOLIS,Gas/Automotive,Debit,15.99,CapitalOne2694,credit_card,-15.99,-12057.54,FALSE
2645,2022-12-05,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,334.91,Chase3752,credit_card,334.91,-11722.63,TRUE
2646,2022-12-06,WAL-MART #1680,Groceries,Debit,34.58,CapitalOne2694,credit_card,-34.58,-11757.21,FALSE
2647,2022-12-06,STARBUCKS 800-782-7282 800-782-7282 WA,Food/Drink,Debit,10.0,Citi7634,credit_card,-10.0,-11767.21,FALSE
2648,2022-12-06,AUTOPAY 220304082146334RAUTOPAY AUTO-PMT,Payment/Credit,Credit,41.67,Citi7634,credit_card,41.67,-11725.54,TRUE
2649,2022-12-06,5GUYS 1678 QSR,Food/Drink,Debit,6.59,CapitalOne2694,credit_card,-6.59,-11732.13,FALSE
2650,2022-12-06,GAP OUTLET.COM 2679,Shopping,Debit,3.99,CapitalOne2694,credit_card,-3.99,-11736.12,FALSE
2655,2022-12-07,COOLSTUFFINC.COM LLC,Entertainment,Credit,0.24,CapitalOne2694,credit_card,0.24,-11834.81,FALSE
2654,2022-12-07,THECHILDRENSPLACE.COM,Shopping,Debit,6.29,CapitalOne2694,credit_card,-6.29,-11835.05,FALSE
2652,2022-12-07,BOOST MOBILE 866-402-7366 CO,Services,Debit,50.0,Citi8756,credit_card,-50.0,-11818.76,FALSE
2653,2022-12-07,DC TRANSIT SERVICE CEN,Gas/Automotive,Debit,10.0,CapitalOne2694,credit_card,-10.0,-11828.76,FALSE
2651,2022-12-07,TRADER JOE S #770,Groceries,Debit,32.64,CapitalOne2694,credit_card,-32.64,-11768.76,FALSE
2656,2022-12-08,FH* SAILORS CHOICE,Entertainment,Debit,221.32,CapitalOne2694,credit_card,-221.32,-12056.13,FALSE
2657,2022-12-08,HOLIDAY SALES LLC,Shopping,Debit,90.95,CapitalOne2694,credit_card,-90.95,-12147.08,FALSE
2658,2022-12-08,WALMART.COM,Groceries,Debit,38.54,CapitalOne2694,credit_card,-38.54,-12185.62,FALSE
2659,2022-12-08,SEA SIAM,Food/Drink,Debit,16.51,CapitalOne2694,credit_card,-16.51,-12202.13,FALSE
2663,2022-12-09,AMZN Mktp US,Shopping,Credit,11.12,Amazon0413,credit_card,11.12,-12260.56,FALSE
2662,2022-12-09,AMZN Mktp US,Shopping,Credit,19.25,Amazon0413,credit_card,19.25,-12271.68,FALSE
2664,2022-12-09,BESTBUYCOM806716347867,Shopping,Debit,6.99,CapitalOne2694,credit_card,-6.99,-12267.55,FALSE
2660,2022-12-09,ALVARO J DANGOND MD PA,Healthcare,Debit,61.28,CapitalOne2694,credit_card,-61.28,-12263.41,FALSE
2661,2022-12-09,PUBLIX #550,Groceries,Debit,27.52,CapitalOne2694,credit_card,-27.52,-12290.93,FALSE
2665,2022-12-10,SUNSET EYES OPTICAL,Healthcare,Debit,143.2,CapitalOne2694,credit_card,-143.2,-12410.75,FALSE
2666,2022-12-10,PUBLIX #550,Groceries,Debit,12.28,CapitalOne2694,credit_card,-12.28,-12423.03,FALSE
